,review,label
44,리뷰 권한 박탈이 참 쉽네요 몇년동안 잘 이용하고 리뷰 총  건을 꼼꼼히 쓰던 사용자인데요 지인이 가게를 오픈하여 일부러 찾아간곳과 남자친구 집근처 가게에서 주문을 한번씩 한거로 리뷰 작성한 이용자를 허위리뷰작성자라고 한번에 리뷰 작성권한 박탈을 합니까 ㅋㅋㅋㅋ 요즘 종이 영수증 누가 모읍니까 여기가 뭐 불법주차위반 딱지 떼는것도아니고  주  달이나 걸려 날라오는데 누가 영수증을 고이 모셔두냐구요 개발자분들 영수증 모아두시나 봅니다  아니면 말도 안돼는거 뻔히 아시면서 증거를 달라고 하나요 당일에 바로 해결이되도 모자를판에 수일 전체 리뷰,0
45,페이스북 로그인 안됨 계속 로그인창 반복  아이디 찾기 눌러서 핸드폰 번호 인증하고 눌러도 똑같이 로그인창만 나오고 네이버로 가입해도 로그인창 반복 아무것도 안됨 왜  점대인줄 알겠네요,0
46,배달의민족  사용하지 마세요     시 분경 주문으로 커피 주문 기본 설정이 이상하게 되어있는걸 파악 못하고 주문해서 변경요청  시  분경 변경 신청 및 내용 전달  시  분까지 상담사 답장 없음  시  분 변경 신청 취소 후 취소 요청으로 재시도  시  분 취소 내용전달 이미 들어간 사항이라 취소가 안된다고 함  분만에 배달 바로 변경요청 했는데 무시하고  재 요청으로 취소 하니까 취소확인 한다면서 안된다고 답장 가게 연락처 등 공개가 안된다고 고객센터에서 전달 받음 말도 안되는게 가게랑 이야기 해볼 수 있는 전체 리뷰,0
47,너무 좋지 않고 불편한 부분이 결제할때 부터 시작해 오류가 너무 많아요 ,0
48,배달밀릴때 배민어플측에서 가게이용 막는거 짜증나네요 평소엔 배달되던 가게가 배달밀릴 시간만 되면 배달어럽다고 주문불가능하게 막혀있어서 혹시나하고 주소지를 가게근처로 설정해서 들어갔더니 배달주문되네요  가게가 주문이 밀려서 준비중도 아니고 배민측에서 고의로 근거리에서만 주문받게 막아놓고 개짜증이예요 배민이용하는 가게사장님들은 이사실을 알까요  주문이 몰릴시간에 인데 주문량이 줄어든이유가 배민측에서 고의로 살짝 먼거리도 주문못하게 막아놨다는걸요 ,0
49,배달말고 방문해서 식사한 것 또한 리뷰를 달 수 있는 기능을 넣어주셨음합니다 ,0
50,만 오천원짜리 쿠폰 받아서 쓰려고 했는데  회 인증번호를 안주네요  두번 세번 다시 깔고 계속 인증요청 눌러도 인증번호 안뜸   분째 지웠다 깔았다 인증요청버튼만 몇십번을 누르네 ㅋㅋ 그냥 쓰던대로 요기요나 잘 쓰겠습니다  배민 앱 평점이 나락인 이유가 괜한게 아니었나보네요  회사 사정 어려우니까 일부러 쿠폰 못쓰게 하려고 인증번호 요청을 무시하시는 건가요 ,0
51,또 페이스북 로그인이 안 되네  제가 아이디 비번을 몰라서 그런게 아니고 화면 자체가 제대로 안떠요  앱 설정 안됨   이 앱은 개발모드 상태이며  이런 문구가 뜨면서 어제까지는 잘만 로그인 했는데 갑자기 안 된다구요  설정 뭐 건드린 것도 없고 혹시나 해서 페북 앱을 깔아서 해봤지만 똑같은 이유로 안됩니다  저번에도 이러더니 왜 또 이러나요 듣보 회사 개발자들도 아니고 왜 비슷한 오류가 또 생기냐구요 ,0
52,요청한적도 없는 문앞 비대면 배달을 마음대로 하질 않나  배달 시간  분이나 오래걸려 보니 중식을 걸어서 배달을해 다 식은 음식이 오질 않나  배민  몇번 해봤는데 너무 쓰레기같네요 제시간에 받은 음식이 한번도 없으니 말 다했지만 다시는 사용 안합니다,0
53,아니 음식 주문했는데  시간동안 안오길래 봤더니 갑자기 문 닫혀있음 ㅋ 환불 진행할라ㅤㅎㅑㅆ는데 상담사 연결 어렵다함 ㅋ 그냥 좀 역해요,0
54,왜 인증번호가 안 오나요 지금  번째 시도중  앱 깔고 지우고  번시도 함  내 번호 확인  번함 ,0
55,오랜만에 주문했는데 배민 로 바뀌었네요 주문 방식이 바뀌어서 불편했지만 시간 예약이 안되더라구요  통화로 해결했습니다  그리고 배민  처음 주문이라 쿠폰 주는 줄 몰랐는데 늦은 배송으로 쿠폰 왔다고 해서 쿠폰 함에 들어가니  천 원 쿠폰이 있더라고요 못 써서 아쉬워요 알림 설정이 있으면 좋겠어요 ,0
56,눌렀을때 영업 못해요 쉬어요 어째고 하게하는게 아니라 쉬거나 급하게 중단 등등 그건 배민 니들 측에서 관리를해야 기상악화나 갑자기 몰리는 주문때문에 감당못해서 브레이크 걸어놓면 또 니들은 방관하지  점땐 배달기사 자빠져서 두시간넘게 걸려온 다 식어빠진 떡볶이도 암 불만없이 먹었드만 호군줄아네,0
57,아직 라이더 위치표시는 개선되면 좋겠음  쿠팡이츠 처럼 실시간으로 네비처럼 움직이게  배민은 매번 아무리 봐도 대략   초마다 갱신되는거 같음  여튼 원래 쿠팡이츠만 이용했는데 배민  나오고 지도도 나오면서부터 배민을 조금씩 이용하기 시작  주문내역이 아주 자세해서 이건 쿠팡이츠보다 훨씬 좋네요  진짜 주문할때의 그 주문내역을 다 보여줘서 내가 젓가락을 시켰는지 뭐라고 메모했는지 다볼수있어서 넘 좋음  쿠팡이츠는 엄청 간소화시켜서 보여주는데  아쉬운건 단품으로 구매한것들만 리뷰에 보여지고 좋아요를 할수있음  같은 음식인데 전체 리뷰,0
58,배민 라이브때 양념육 주문하고 결제를 하려고 하니 기존에 등록되어 있던 결제방식이 아니고 카드결제만 떠서  계좌 재등록했는데도 카드로만 결제가 되서  어쩔수 없이 신용카드 결제했네요  원래 이런 시스템인건가요  다음 결제시 고민되네요,0
